id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_page_title;fr_wiki_image_url;fr_wiki_match_status;fr_wiki_match_via;fr_wiki_A;fr_wiki_acteur;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_alias;fr_wiki_ancien_nomf;fr_wiki_capitaine;fr_wiki_Chapitres;fr_wiki_cp9clé;fr_wiki_Date;fr_wiki_df2nom;fr_wiki_df2nomf;fr_wiki_df2signifiant;fr_wiki_df2type;fr_wiki_dfnom;fr_wiki_dfnomf;fr_wiki_dftype;fr_wiki_doriki;fr_wiki_Ending;fr_wiki_épithète;fr_wiki_Format;fr_wiki_groupe_sanguin;fr_wiki_lieuvie;fr_wiki_naissance;fr_wiki_navire;fr_wiki_nom;fr_wiki_Nom;fr_wiki_nom_réel;fr_wiki_nomf;fr_wiki_Nomf;fr_wiki_nomj;fr_wiki_Nomj;fr_wiki_nomr;fr_wiki_Nomr;fr_wiki_numgladiateur;fr_wiki_numzombie;fr_wiki_occupation;fr_wiki_Opening;fr_wiki_origine;fr_wiki_P;fr_wiki_particularités;fr_wiki_Piece;fr_wiki_poids;fr_wiki_premiere;fr_wiki_première;fr_wiki_prime;fr_wiki_Saison;fr_wiki_SaisonKHV;fr_wiki_signe_astrologique;fr_wiki_signifiant;fr_wiki_statut;fr_wiki_taille;fr_wiki_titre;fr_wiki_Tomes;fr_wiki_vf;fr_wiki_vo
lucky-roux;Lucky Roux;Red Hair Pirates;Aucune;35;Rakki Ru;Unknown;;;"Chapter 1; Episode 4";241 cm;Pirate;"Senior Officer; Cook";South Blue;Alive;Lucky Roux;https://static.wikia.nocookie.net/onepiece/images/a/a9/Lucky_Roux_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Lucky_Roux;;Ntlanhla Morgan Kutu;L'Équipage du Roux;33 ans (avant l'ellipse)35 ans (après l'ellipse);;;;;;;;;;;;;;;;;;F;;6 Juillet;;Lucky Roux;;;Lucky Roo;;ラッキー・ルウ;;Rakkī Rū;;;;PirateCuisinier;;South Blue;;;;;;"Chapitre 1 ; Épisode 4";Inconnue;;;;;Vivant;2m41;;;;
machvise;Machvise;Donquixote Pirates;Aucune;52;Mahhabaisu;"11,000,000";Ton Ton no Mi;Paramecia;"Chapter 682; Episode 608";440 cm;Pirate Officer;;North Blue;Alive;Machvise;https://static.wikia.nocookie.net/onepiece/images/6/6e/Machvise_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Machvise;;;L'Équipage de Don Quichotte Doflamingo;52 ans;;;;;;;;;;;Ton Ton no Mi;Fruit des Tonnes;Paramecia;;;;;S (O);Spider Miles Dressrosa;13 Août;;Machvise;;;Machvise;;マッハバイス;;Mahhabaisu;;;;Pirate;;North Blue;;;;;;"Chapitre 682 ; Épisode 608";11.000.000;;;;Tonnes;Vivant;4.40 m;;;;
magellan;Magellan;Impel Down;Aucune;47;Mazeran;;Doku Doku no Mi;Paramecia;"Chapter 528; Episode 425";491 cm;Vice Warden;Chief Warden;Grand Line;Alive;Magellan;https://static.wikia.nocookie.net/onepiece/images/0/09/Magellan_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Magellan;;;"Gouvernement Mondial ; Impel Down";45 ans (avant l'ellipse)47 ans (après l'ellipse);;;;;;;;;;;Doku Doku no Mi;Fruit du Venin;Paramecia;;;;;X;Impel Down;9 Octobre;;Magellan;;;Magellan;;マゼラン;;Mazeran;;;;Gardien en Chef Directeur Vice Directeur;;Grand Line;;;;;;"Chapitre 528 ; Épisode 425Chapitre 0 ; Épisode 0";;;;Balance;Poison;Vivant;4.91 m;;;;
manboshi;Manboshi;Neptune Family;Aucune;20;Manboshi;;;;"Chapter 609; Episode 528";473 cm;Prince of the Ryugu Kingdom;;Ryugu Kingdom;Alive;Manboshi;https://static.wikia.nocookie.net/onepiece/images/8/82/Manboshi_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Manboshi;;;Île des Hommes-Poissons;20 ans;;;;;;;;;;;;;;;;;;S;;30 Mars;;Manboshi;;;Manboshi;;マンボシ;;Manboshi;;;;Prince;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 609 ; Épisode 528";;;;;;Vivant;4m73;;;;
marco;Marco;Whitebeard Pirates;Ninja-Pirate-Mink-Samurai Alliance;45;"Marco the Phoenix,Fushicho Maruko,Maruko";"1,374,000,000";"Tori Tori no Mi, Model: Phoenix";Mythical Zoan;"Chapter 234; Episode 151";203 cm;1st Division Commander;"Doctor; Apprentice";Grand Line;Alive;Marco;https://static.wikia.nocookie.net/onepiece/images/f/f5/Marco_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Marco;;;Équipage de Barbe BlancheAlliance des Ninjas-Pirates-Minks-Samouraïs;43 ans (avant l'ellipse)45 ans (après l'ellipse);;;;;;;;;;;"Tori Tori no Mi, modèle Phoenix";"Fruit du Volatile, modèle Phénix";Zoan Mythique;;;"""Marco Le Phénix"" (不（フ）死（シ）鳥（チョウ）マルコ, Fushichō Maruko)";;X;;5 Octobre;;Marco;;;Marco;;マルコ;;Maruko;;;;Commandant de la première division de l'équipage de Barbe BlanchePirateDocteurMousse (Pirate);;Grand Line;;;;;;"Chapitre 234 ; Épisode 151Chapitre 0 ; Épisode 0";1.374.000.000;;;Balance;"Oiseau; Phoenix";Vivant;2m03;;;;
marguerite;Marguerite;Kuja Pirates;Aucune;18;Magaretto;;;;"Chapter 514; Episode 408";178 cm;Pirate;;Amazon Lily;Alive;Marguerite;https://static.wikia.nocookie.net/onepiece/images/c/cc/Marguerite_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Marguerite;;;KujasL'Équipage des Pirates Kuja;16 ans (au début) 18 ans (après ellipse);;;;;;;;;;;;;;;;;;F;Amazon Lily;9 Avril;;Marguerite;;;Margaret;;マーガレット;;Māgaretto;;;;PirateGuerrière Kuja;;Calm Belt (Amazon Lily);;;;;;"Chapitre 514 ; Épisode 409";;;;;;Vivante;1m78;;;;
marianne;Marianne;New Spiders Cafe;Baroque Works;18;"Miss Goldenweek,Misu Goruden Wiku,Odex/Funimation: 'Miss Golden Week,4Kids: 'Ms. April Fools Day,Flag-Bearer of Freedom,Jiyu no Kishu Mariannu,Mariannu";"29,000,000";;;"Chapter 117; Episode 70";145 cm;Cafe Employee;Officer Agent;North Blue;Alive;Marianne;https://static.wikia.nocookie.net/onepiece/images/b/b4/Marianne_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Marianne;;Sophia Anne Caruso;Baroque Works Spider's Café;16 ans (avant l'ellipse)18 ans (après l'ellipse);"""Miss Goldenweek"" (ミス・ゴールデンウィーク, Misu Gōruden Wīku)";;;;;;;;;;;;;;;"""Le Drapeau de la Liberté"" (自由の旗手 Jiyū no Kishu)";;;;29 Avril;;Marianne;;;Marianne;;マリアンヌ;;Mariannu;;;;Co-propriétaire du Spiders Café Artiste Peintre Agente Officière de Baroque Works;;North Blue;;;;;;"Chapitre 117 ; Épisode 70";29.000.000;;;;;;1m45;;;;
masira;Masira;Saruyama Alliance;Masira Pirates;25;"Salvage King' Masira,Sarubeji-O Mashira,Mashira";"23,000,000";;;"Chapter 219; Episode 144";345 cm;Pirate;Boss;North Blue;Alive;Masira;https://static.wikia.nocookie.net/onepiece/images/d/db/Masira_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Masira;;;Forces Spéciales Simiesques;23 ans (avant l'ellipse)25 ans (après l'ellipse);;Masira;;;;;;;;;;;;;;"Masira le ""Roi du Repêchage"" (サルベージ王マシラ, Sarubēji-Ō Mashira)";;F (B);Jaya;4 Mars;;Masira;;;Masira;;マシラ;;Mashira;;;;"Capitaine ; Pirate";;North Blue;;;;;;"Chapitre 219 ; Épisode 144";23.000.000;;;Poisson;;Vivant;3m45;;;;
meuh-meuh;Meuh-Meuh;Arlong Pirates;Caribou Pirates;16;"Momoo the Sea Cow,Kaigyu Momu,Momu";;;;"Chapter 73; Episode 31";3600 cm;Arlong Pirates' pet;Caribou Pirates' steed;Grand Line;Alive;Meuh-Meuh;https://static.wikia.nocookie.net/onepiece/images/3/39/Meuh-Meuh_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Meuh-Meuh;;;Équipage d'Arlong Équipage de Caribou Faux Équipage du Chapeau de Paille;14 ans (au début)16 ans (après ellipse);;;;;;;;;;;;;;;;;;S;;9 Avril;;Meuh-Meuh;;;Meuh-Meuh;;モーム;;Mōmu;;;;Animal de compagnieTireur de navire;;Grand Line;;;;;;"Chapitre 73 ; Épisode 31";;;;;;Vivant;36m;;;;
mikita;Mikita;New Spiders Cafe;Baroque Works;24;"Miss Valentine,Misu Barentain,VIZ/4Kids: 'Ms. Valentine,Courier,Hakobi-ya,Mikita";"7,500,000";Kiro Kiro no Mi;Paramecia;"Chapter 110; Episode 65";177 cm;Cafe Patissier;Officer Agent;West Blue;Alive;Mikita;https://static.wikia.nocookie.net/onepiece/images/b/bc/Mikita_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Mikita;;Jazzara Jaslyn;Baroque Works Spider's Café;22 ans (avant l'ellipse) 24 ans (après l'ellipse);"""Miss Valentine"" (ミス・バレンタイン, Misu Barentain)";;;;;;;;;;Kilo Kilo no Mi;Fruit Kilo-Kilo;Paramecia;;;"""La Transporteuse"" (運び屋, Hakobi-ya)";;XF;;14 Février;;Mikita;;;Mikita;;ミキータ;;Mikīta;;;;Co-propriétaire du Spiders Café Chocolatière Agente Officière de Baroque Works;;West Blue;;;;;;"Chapitre 110 ; Épisode 65";7.500.000;;;;Kilo pour Kilogramme;Vivante;1m77;;;;
momonga;Momonga;Marines G-1 Branch;Aucune;48;Momonga;"500,000,000";;;"Chapter 420; Episode 302";251 cm;Vice Admiral;Base Commander of G-1;Grand Line;Alive;Momonga;https://static.wikia.nocookie.net/onepiece/images/d/df/Momonga_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Momonga;;;MarinesG-1;46 ans (avant l'ellipse)48 ans (après l'ellipse);;;;;;;;;;;;;;;;;;F (B);;6 Juin;;Momonga;;;Momonga;;モモンガ;;Momonga;;;;Vice Amiral;;Grand Line;;;;;;"Chapitre 420 ; Épisode 302Chapitre 0 ; Épisode 0";;;;;;Vivant;2m51;;;;
monkey-d-dragon;Monkey D. Dragon;Revolutionary Army;"Clan of D.,Freedom Fighters,Marines ";55;"Rebellious Dragon,Hangyaku Ryu,Funimation: 'The Insurgent Serpent,World's Worst Criminal,Sekai Saiaku no Hanzaisha,Funimation: 'World's Most Heinous Criminal,Monki Di Doragon";Unknown;;;"Chapter 100; Episode 52";256 cm;Supreme Commander of the Revolutionary Army;Captain of the Freedom Fighters;Goa Kingdom;Alive;Monkey D. Dragon;https://static.wikia.nocookie.net/onepiece/images/8/8b/Monkey_D._Dragon_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Monkey_D._Dragon;;Rigo Sanchez;Armée de la LibertéArmée RévolutionnaireMarine;53 ans (avant ellipse)55 ans (après ellipse);;;;;;;;;;;;;;;;"""L'Homme Le Plus Dangereux Du Monde"" (世界最悪の犯罪者, Sekai Saiaku no Hanzaisha)""Dragon le Révolutionnaire"" (革命家ドラゴン, Kakumeika Doragon)";;F;;5 Octobre;;Monkey D. Dragon;;;Monkey D. Dragon;;モンキー・D・ドラゴン;;Monkī Dī Doragon;;;;Chef de l'armée révolutionnaireMarine;;East Blue (Royaume de Goa);;;;;;"Chapitre 100 ; Épisode 52 Chapitre 0 ; Épisode 0";Inconnue;;;Balance;;Vivant;2m56;;;;
monkey-d-garp;Monkey D. Garp;Marines;Clan of D.;78;"Garp the Fist,Genkotsu no Gapu,Hero of the Marines,Kaigun no Eiyu,'Naval Hero,Monki Di Gapu";"3,000,000,000";;;"Chapter 92 (cover); Episode 68";287 cm;Vice Admiral;Instructor;Goa Kingdom;Alive;Monkey D. Garp;https://static.wikia.nocookie.net/onepiece/images/e/e1/Monkey_D._Garp_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Monkey_D._Garp;;Vincent Regan;Marines;76 ans (avant ellipse)78 ans (après ellipse);;;;;;;;;;;;;;;;"Garp ""la poigne"" (ゲンコツのガープ, Genkotsu no Gāpu)""Héros de la Marine"" (海軍の英雄, Kaigun no Eiyū)""Héros de la Légende"" (伝説の英雄, Densetsu no Eiyū)";;F;;2 Mai;;Monkey D. Garp;;;Monkey D. Garp;;モンキー・D（ディー）・ガープ;;Monkī Dī Gāpu;;;;InstructeurVice-Amiral;;East Blue (Royaume de Goa);;;;;;"Chapitre 92 ; Épisode 68";"(3,000,000,000)";;;;;Vivant;2m87;;;;
monkey-d-luffy;Monkey D. Luffy;Straw Hat Pirates;"Straw Hat Grand Fleet,Four Emperors,Clan of D.,Dadan Family,Baratie,Impel Down,Ninja-Pirate-Mink-Samurai Alliance ";19;"Lucy,Rushi,Luffy-tarou,Rufitaro,English versions: 'Luffytaro,Luffy-no-Umi,Rufinoumi,Joy Boy,Joi Boi,Straw Hat Luffy,Mugiwara no Rufi,Monki Di Rufi";"3,000,000,000";"Gomu Gomu no Mi(Hito Hito no Mi, Model: Nika)";Paramecia(Mythical Zoan);"Chapter 1; Episode 1";174 cm;Pirate Captain;"Emperor; Senior Captain of the Grand Fleet; Prisoner; Chore Boy; Bandit";Foosha Village;Alive;Monkey D. Luffy;https://static.wikia.nocookie.net/onepiece/images/7/7f/Monkey_D._Luffy_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Monkey_D._Luffy;;Iñaki GodoyColton Osorio (jeune);Équipage de Chapeau de PailleLa Grande Flotte du Chapeau de PailleQuatre EmpereursAlliance des Ninjas-Pirates-Minks-SamouraïsFamille Dadan Impel Down;7 ans (Chapitre 1)17 ans (Chapitre 1 à 597)19 ans (Chapitre 598 à aujourd'hui);"""Lucy"" (ルーシー, Rūshī)""Luffy-tarou"" (ルフィ太郎, Rufitarō, Version Française: ""Luffy-taro"")""Luffy-no-Umi"" (ルフィの海, Rufinoumi)Joy Boy (ジョイボーイ, Joi Bōi)";;;;;;;;;;Gomu Gomu no Mi;Fruit du CaoutchoutierFruit du Gum-Gum;Paramecia;;;"""Luffy au Chapeau de Paille""(麦わらのルフィ, Mugiwara no Rufi)""Cinquième Empereur""";;F;Village de Fuchsia Mont Corvo Ruskaina;5 Mai (Jour des Enfants);;Monkey D. Luffy;;;Monkey D. Luffy;;モンキー・D・ルフィ;;Monkī Dī Rufi;;0556;;Capitaine PirateEmpereur PirateLeader d'une Grande FlottePrisonnier Bandit Garçon de corvée (temporairement);;East Blue (Royaume de Goa);;;;;;"Chapitre 1; Épisode 1";"3,000,000,0001,500,000,000500,000,000400,000,000300,000,000100,000,00030,000,000";;;Taureau;Caoutchouc;Vivant;91cm (enfant)1m721m74 (après ellipse);;;Voix AB Productions :Vincent BarazzoniVoix Kana Home Vidéo :Stéphane ExcoffierVoix Live-Action :Oscar DouiebTimothée Bardeau (jeune);Mayumi TanakaUrara Takano (OAV)
morgans;Morgans;World Economy News Paper;Underworld;53;"Big News,Biggu Nyusu,Moruganzu";;"Tori Tori no Mi, Model: Albatross";Zoan;"Chapter 860; Episode 828 (silhouette); Episode 830 (actual)";305 cm;World Economy News Paper President;Emperor of the Underworld;Grand Line;Alive;Morgans;https://static.wikia.nocookie.net/onepiece/images/8/87/Morgans_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Morgans;;;World Economy News Paper Pègre;53 ans;;;;;;;;;;;"Tori Tori no Mi, Modèle Albatros";;Zoan;;;"""Big News"" (ビッグニュース, Biggu Nyūsu)";;XF (AB);;14 Juillet;;Morgans;;;Morgans;;モルガンズ;;Moruganzu;;;;"Président du journal World Economy News ; Empereur de la pègre";;Grand Line;;;;;;"Chapitre 860 ; Épisode 828";;;;;"Oiseau ; Albatros";Vivant;3m05;;;;
morge;Morge;Cross Guild;"Buggy's Delivery,Buggy and Alvida Alliance,Buggy Pirates";29;"Beast Tamer,Moju-tsukai no Moji,Beast Breaker,4Kids,Moji";;;;"Chapter 9; Episode 6";197 cm;Pirate;First Mate;East Blue;Alive;Morge;https://static.wikia.nocookie.net/onepiece/images/7/79/Morge_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Morge;;;Équipage du ClownSecond de l'Équipage du ClownDresseur de Fauves;27 ans (avant l'ellipse)29 ans (après l'ellipse);;;;;;;;;;;;;;;;"Morge ""le Dresseur de Fauves"" (猛獣使いのモージ, Mōjū-tsukai no Mōji)";;S;;1 Octobre;;Morge;;;Morge;;モージ;;Mōji;;;;PirateSecond;;East Blue;;;;;;"Chapitre 9 ; Épisode 6";;;;;;Vivant;1m97;;;;
nami;Nami;Straw Hat Pirates;"Straw Hat Grand Fleet,Arlong Pirates ,Ninja-Pirate-Mink-Samurai Alliance ";20;"Namizo,O-Nami,Onami,English versions: 'Onami,Cat Burglar,Dorobo Neko,Nami";"366,000,000";;;"Chapter 8; Episode 1Chapter 1 (cover)";170 cm;Navigator;"Senior Officer; Thief; Pirate Officer (Arlong Pirates, former); Kunoichi (temporary)";Conomi Islands;Alive;Nami;https://static.wikia.nocookie.net/onepiece/images/2/27/Nami_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Nami;;Emily RuddLily Fisher (Jeune);Équipage de Chapeau de PailleÉquipage d'Arlong L'Équipage de Gyanzack Équipage du Lion d'Or;18 ans (au début)20 ans (après ellipse);;;;;;;;;;;;;;;;"""La Chatte Voleuse/La Voleuse"" (泥棒猫, Dorobō Neko)";;X;Village de Kokoyashi Weatheria;3 Juillet;;Nami;;;Nami;;ナミ;;Nami;;;;"Pirate; VoleuseNavigatriceLieutenante de l'Équipage d'Arlong";;East Blue (Royaume d'Oykot);;;;;;"Chapitre 8 ; Épisode 1Chapitre 8 (couverture) ;";366.000.00066.000.00016.000.000;;;;;Vivante;1m691m70;;;Voix AB Productions :Naïké Fauveau-MellerinVoix Kana Home Vidéo :Delphine Moriau(Voix principale + Films 13-14)Kelly Marot(196-662 + Films 1-12 + ES 1-4)Voix Live-Action :Anne Levallois;Akemi Okamura(Voix principale)Wakana Yamazaki (70-79)Megumi Toyoguchi (OAV)
nefertari-cobra;Nefertari Cobra;Arabasta Kingdom;Clan of D.;50;Neferutari Kobura;;;;"Chapter 142; Episode 91";182 cm;King of Arabasta;;Arabasta Kingdom;Deceased;Nefertari Cobra;https://static.wikia.nocookie.net/onepiece/images/e/ee/Nefertari_Cobra_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Nefertari_Cobra;;Sendhil Ramamurthyl;Famille Nefertari;48 ans (avant l'ellipse)50 ans (après l'ellipse);;;;;;;;;;;;;;;;;;F;;13 Février;;Nefertari Cobra;;;Nefertari Cobra;;ネフェルタリ・コブラ;;Neferutari Kobura;;;;Roi;;Royaume d'Alabasta;;;;;;"Chapitre 142 ; Épisode 91Chapitre 0 ; Épisode 0";;;;;;Décédé;1m82;;;;
nefertari-vivi;Nefertari Vivi;Arabasta Kingdom;"Nefertari Family,Straw Hat Pirates,Baroque Works,Clan of D.,Sand-Sand Clan";18;"Miss Wednesday,Misu Wenzude,Ms. Wednesday,4Kids dub,Neferutari Bibi";;;;"Chapter 103; Episode 62";169 cm;Princess of Arabasta;"Pirate; Bounty Hunter; Frontier Agent; Sand-Sand Clan Vice-Leader";Arabasta Kingdom;Alive;Nefertari Vivi;https://static.wikia.nocookie.net/onepiece/images/d/df/Nefertari_Vivi_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Nefertari_Vivi;;Charithra Chandran;AlabastaBaroque Works L'Équipage du Chapeau de Paille;16 ans (au début)18 ans (après ellipse);;;;;;;;;;;;;;;;"""Miss Wednesday"" (ミス・ウェンズデー, Misu Wenzudē)";;F;;2 Février;;Nefertari D. Vivi;;;Nefertari D. Vivi;;ネフェルタリ・D（ディー）・ビビ;;Neferutari D. Bibi;;;;Princesse d'AlabastaAgent Frontière de Baroque Works Pirate;;Royaume d'Alabasta;;;;;;"Chapitre 103 ; Épisode 62";;;;;;Vivante;1m69;;;;
nekomamushi;Nekomamushi;Mokomo Dukedom;"Guardians,Kouzuki Family,Ninja-Pirate-Mink-Samurai Alliance ,Nine Red Scabbards,Roger Pirates,Whitebeard Pirates";40;"Master Nekomamushi,Nekomamushi no Dan'na,'The Cat Viper' Funimation: 'Master Cat Viper,Ruler of Night,Yoru no O,Simulcast subs: 'King of Night,Nekomamushi";;;;"Chapter 809; Episode 756";522 cm;Yakuza Boss;"Ruler of Mokomo Dukedom; Guardian of the Whale Forest; Retainer; Samurai; Pirate Apprentice";Mokomo Dukedom;Alive;Nekomamushi;https://static.wikia.nocookie.net/onepiece/images/a/a2/Nekomamushi_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Nekomamushi;;;Principauté de Mokomo Famille Kozuki L'Équipage des Pirates Roger Équipage de Barbe Blanche Neuf Fourreaux Rouges Alliance des Ninjas-Pirates-Minks-Samouraïs (dissous);40 ans;;;;;;;;;;;;;;;;"Le Roi du Crépuscule (夜の王, Yoru no Ō);Maître Nekomamushi (ネコマムシの旦那, Nekomamushi no Danna)";;S (O);Pays des Wa (Kuri);22 Novembre;;Nekomamushi;;;Chavipère;;ネコマムシ;;Nekomamushi;;;;Guardians de la Forêt de la Baleine Pirate Boss Yakuza;;Zou (Principauté de Mokomo);;;;;;"Chapitre 809 ; Épisode 759; Épisode 755 (mentionné)";;;;;;Vivant;5m22;;;;
neptune;Neptune;Neptune Family;Ryugu Kingdom;70;"God of the Sea,Kaishin,Great Knight of the Sea,Umi no Dai-kishi,Nepuchun";;;;"Chapter 611; Episode 530";1220 cm;King of the Ryugu Kingdom;Prince;Ryugu Kingdom;Alive;Neptune;https://static.wikia.nocookie.net/onepiece/images/4/40/Neptune_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Neptune;;;Famille royale du royaume Ryugu;70 ans;;;;;;;;;;;;;;;;"""Dieu de la Mer"" (海神, Kaishin),""Grand Chevalier de la Mer"" (海の大騎士, Umi no Dai-kishi)";;X;;3 Juillet;;Neptune;;;Neptune;;ネプチューン;;Nepuchūn;;;;Roi du royaume Ryugu Prince;;Île des Hommes-Poissons (royaume Ryugu);;;;;;"Chapitre 611 ; Épisode 530";;;;;;Vivant;12m20;;;;
nero;Nero;CP9;Aucune;22;"Nero the Sea Weasel,Umi Itachi no Nero,Nero";;;;"Chapter 367; Episode 257";202 cm;Cipher Pol Agent;;West Blue;Unknown;Nero;https://static.wikia.nocookie.net/onepiece/images/f/f9/Nero_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Nero;;;CP9;20 ans (avant l'ellipse)22 ans (après l'ellipse);;;;;;;;;;;;;;;;"""La Belette des Mers"" (海イタチ, Umi Itachi)";;X (A);;26 Janvier;;Nero;;;Nero;;ネロ;;Nero;;;;Agent du CP9 et Assassin;;West Blue;;;;;;"Chapitre 367, Épisode 259";;;;Verseau;;Inconnu;2.02 m;;;;
nezumi;Nezumi;Marines;Marine 16th Branch;36;Nezumi;"100,000,000";;;"Chapter 69; Episode 31";182 cm;Marine Captain;Marine Commander (Non-Canon) =;East Blue;Alive;Nezumi;https://static.wikia.nocookie.net/onepiece/images/9/9d/Nezumi_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Nezumi;;Rory Acton Burnell;Marine;34 ans (avant l'ellipse) 36 ans (après l'ellipse);;;;;;;;;;;;;;;;;;XF;;12 Décembre;;Nezumi;;;Nezumi;;ネズミ;;Nezumi;;;;"Capitaine; 16e Branche Lieutenant Colonel (non-canon)";;East Blue;;;;;;"Chapitre 69, Épisode 31";;;;;;Vivant;1m82;;;;
nico-robin;Nico Robin;Straw Hat Pirates;"Straw Hat Grand Fleet,Baroque Works ,Foxy Pirates,Ohara Archaeologists,Revolutionary Army,Ninja-Pirate-Mink-Samurai Alliance ";30;"Miss All Sunday,Misu Orusande,Ms. Sunday,4Kids dub,O-Robi,Orobi,English versions: 'Orobi,Devil Child,Akuma no Ko,English versions: 'Demon Child,Light of the Revolution,Kakumei no Tomoshibi,Niko Robin";"930,000,000";Hana Hana no Mi;Paramecia;"Chapter 114; Episode 67";188 cm;Archaeologist;"Senior Officer; Geisha (temporary); Assassin; Baroque Works Vice President; Rain Dinners manager; Revolutionary; Slave";West Blue;Alive;Nico Robin;https://static.wikia.nocookie.net/onepiece/images/4/4d/Nico_Robin_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Nico_Robin;;Lera Abova;Équipage de Chapeau de PailleBaroque Works Armée Révolutionnaire Équipage de Foxy;28 ans (avant ellipse)30 ans (après ellipse);"""Miss Allsunday"" (ミス・オールサンデー, Misu Ōrusandē)""O-Robi"" (おロビ , Orobi)";;;;;;;;;;Hana Hana no Mi;Fruit des Éclosions;Paramecia;;;"""L'Enfant du Démon"" (悪魔の子, Akuma no Ko)""La Démone"" (悪魔達, Akuma-tachi)""La Démone d'Ohara"" (オハラの悪魔達, Ohara no Akuma-tachi)""La Lumière de la Révolution"" (革命の灯, Kakumei no Tomoshibi)";;S;Ohara Alabasta;6 Février;;Nico Robin;;;Nico Robin;;ニコ・ロビン;;Niko Robin;;;;"Archéologue, PirateAssassin Vice-Présidente de Baroque Works Co-directrice du Rain Dinners Esclave Révolutionnaire (temporaire)Geisha";;West Blue;;;;;;"Chapitre 114, Épisode 67";930.000.000130.000.00080.000.00079.000.000;;;;"Fleurs, Éclosions";Vivante;1m88;;;Marcha Van Boven(67-143)Céline Melloul(144-750 + Films 4-13 + ÉS2-4)Marie Nonnenmacher(420-455 + Film 10)Fabienne Loriaux(751+ + Film 14);"Yuriko Yamaguchi(Épisodes 67-298, 320+)Yuko Kobayashi(Épisodes 299-319)Anzu Nagai(Jeune Robin)"
octo;Octo;Takoyaki 8;"Arlong Pirates,Sun Pirates";38;"Six Sword Style Hachi,Rokutoryu no Hachi,Hatchan";"8,000,000";;;"Chapter 69; Episode 31";220 cm;Takoyaki seller;Pirate Officer;;Alive;Octo;https://static.wikia.nocookie.net/onepiece/images/e/e1/Octo_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Octo;;;Takoyaki 8Équipage d'Arlong Équipage des Pirates du Soleil;36 ans (avant l'ellipse)38 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Hachi aux Six Lames"" (六刀流のハチ, Rokutōryū no Hachi)";;S;;8 Août;;Octo;;;Octo;;はっちゃん;;Hatchan;;;;CuisinierPirate;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 69 ; Épisode 31Chapitre 0 ; Épisode 0";8 000 000;;;;;Vivant;2m20;;;;
