id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_aliases;fr_wiki_dfnom;fr_wiki_dftype;fr_wiki_lieuvie;fr_wiki_occupation;fr_wiki_origine;fr_wiki_première;fr_wiki_prime;fr_wiki_statut;fr_wiki_taille
dracule-mihawk;Dracule Mihawk;Cross Guild;Seven Warlords of the Sea;43;"Hawk Eyes Mihawk,Taka no Me no Mihoku,Hawk-Eye' in the English versions,Strongest Swordsman in the World,Sekai Saikyo no Kenshi,Marine Hunter,Kaihei-gari,'Naval Hunter,Jurakyuru Mihoku";"3,590,000,000";;;"Chapter 49; Episode 23";198 cm;Pirate;"Cross Guild Officer; Warlord of the Sea";;Alive;Cross Guild Sept grands corsaires;43 ans;"Delacure Mihawk, ""Oeil de Faucon Mihawk"" (鷹の目のミホーク, Taka no Me no Mihōku)""Le plus grand escrimeur du Monde"" (世界最強の剣士, Sekai Saikyō no Kenshi)""Le Clairvoyant""(千里眼, Senrigan)""Le chasseur de soldats"" (海兵狩り, Kaihei-gari), Dracule Mihawk, Dracule MihawkJuraquille Mihawk, ジュラキュール・ミホーク, Jurakyūru Mihōku";;;Île Obscuria Île de Kalai Bali;PirateSabreurGrand corsaire;;"Chapitre 50 ; Épisode 23Chapitre 0 ; Épisode 0";3.590.000.000;Vivant;1m98
silvers-rayleigh;Silvers Rayleigh;Roger Pirates;Aucune;78;"Dark King,Meio,Right Hand of the Pirate King,Kaizoku-O no Migiude,Shirubazu Reiri";Unknown;;;"Chapter 19; Episode 8";188 cm;Coating Mechanic;"First Mate; Pirate";;Alive;L'Équipage des Pirates de Roger;78 ans;"""Le Bras Droit du Roi des Pirates"" (海賊王の右腕, Kaizoku-Ō no Migiude)""Le Seigneur des Ténèbres"" (冥王, Mē-Ō), Silvers Rayleigh, シルバーズ・レイリー, Shirubāzu Rērī";;;Archipel des Sabaody;Mécanicien du RevêtementPirate/Second;;"Chapitre 19 ; Épisode 8Chapitre 0 ; Épisode 0";;Vivant;1m88
charlotte-pudding;Charlotte Pudding;Charlotte Family;Big Mom Pirates;16;Sharotto Purin;;Memo Memo no Mi;Paramecia;"Chapter 651; Episode 571";166 cm;Pirate Officer;"Chocolatier; Cafe Owner";Totto Land;Alive;"Famille Charlotte; L'Équipage de Big Mom";16 ans;"""Le Monstre"" (モンスター, Bakemono); ""Poupée"" (人形, Ningyō), Charlotte Pudding, シャーロット・プリン, Shārotto Purin";"Memo Memo no Mi, Fruit des Souvenirs";Paramecia;Île Cacao (Chocolate Town);"Propriétaire du Café Caramel; Pirate, Cuisinière";;"Chapitre 651; Épisode 571";;Vivante;1.66 m
kikunojo;Kikunojo;Kouzuki Family;"Nine Red Scabbards,Ninja-Pirate-Mink-Samurai Alliance";22;"O-Kiku,English: 'Okiku,Kikunojo of the Lingering Snow,Zansetsu no Kikunojo,English: 'Kikunojo of the Fallen Snow,Kikunojo";;;;"Chapter 913; Episode 899";287 cm;Daimyo of Ringo;"Samurai; Retainer of the Kouzuki Family; Tea House Poster Girl";Wano Country;Alive;Famille Kozuki Alliance des Ninjas-Pirates-Minks-Samouraïs Neuf Fourreaux Rouges;22 ans (née il y a 42 ans);"""O-Kiku"" (お菊, O-Kiku), ""Kikunojo des neiges printanières"" (残雪の菊の丞, Zansetsu no Kikunojō), Kikunojo, 菊の丞, Kikunojō";;;Village d'Okobore Kuri;Daimyo Samouraï Serveuse d'un salon de thé;Pays des Wa;"Chapitre 913 ; Épisode 899";;Vivante;2m87
pell;Pell;Arabasta Kingdom;Aucune;35;"Pell the Falcon,Hayabusa no Peru,Peru";;"Tori Tori no Mi, Model: Falcon";Zoan;"Chapter 155; Episode 91";189 cm;Commander of Royal Guards;;Arabasta Kingdom;Alive;;35 ans;"""Pell le Faucon"" (ペルファルコン, Taka no Peru), Pell, ペル, Peru";"Tori Tori no Mi, modèle: Faucon, Fruit du Volatile Modèle Faucon";Zoan;;Commandant de l'Armée Royale;Royaume d'Alabasta;"Chapitre 155 ; Épisode 91";;Vivant;1m89
kurozumi-tama;Kurozumi Tama;Kurozumi Family;Ninja-Pirate-Mink-Samurai Alliance;8;Kurozumi Tama;;Kibi Kibi no Mi;Paramecia;"Chapter 911; Episode 893";108 cm;Kunoichi in training;Kasa weaver;Wano Country;Alive;Pays de Wa Famille Kurozumi;8 ans;"Kurozumi Tama, 黒炭 玉";Kibi Kibi no Mi;Paramecia;Pays des Wa (Village d'Amigasa);Apprentie Ninja;;"Chapitre 911 ; Épisode 893";;Vivante;1m08
ben-beckmann;Ben Beckmann;Red Hair Pirates;Aucune;50;Ben Bekkuman;Unknown;;;"Chapter 1; Episode 4";206 cm;Pirate;First Mate;North Blue;Alive;L'Équipage du Roux;50 ans;"Benn Beckman, Ben Beckman, ベン・ベックマン, Ben Bekkuman";;;;PirateSecond;North Blue;"Chapitre 1 ; Épisode 4";Inconnue;Vivant;2m06
koala;Koala;Revolutionary Army;"Sun Pirates,Slavery";11;Koara;Unknown;;;"Chapter 622; Episode 541";160 cm;Revolutionary Army Officer;"Assistant Fish-Man Karate Instructor; Slave";;Alive;L'Équipage des Pirates du SoleilArmée Révolutionnaire.;11 ans (lors de l'introduction)23 ans (maintenant);"Koala, コアラ, Koara";;;Baltigo Île Foolshout Mary Geoise Kedétrav;EsclaveInvitée de L'Équipage des Pirates du SoleilMembre de l'Armée Révolutionnaire;;Chapitre 622Épisode 541;Inconnue;Vivante;1m60
gaimon;Gaimon;Ile des Animaux Rares;Aucune;45;Gaimon;;;;"Chapter 22; Episode 18";130 cm;Guardian of the Island of Rare AnimalsPirate;;East Blue;Alive;;45 ans;"Gaimon, ガイモン";;;Île des Animaux Rares;Pirate Gardien de l'Île des Animaux Rares;East Blue;"Chapitre 22 ; Épisode 18Chapitre 0 ; Épisode 0";;;1m30
paulie;Paulie;Galley-La Company;Aucune;26;Pauri;;;;"Chapter 323; Episode 230";195 cm;Vice President of Galley-La;"Dock One Foreman (promoted); Shipwright";Water 7;Alive;"Galley-La Company ; Water Seven";26 ans;"Pauly, パウリー, Pauri";;;;"Charpentier, Contre-Maitre, Vice-Président de Galley-La";Water Seven;"Chapitre 323, Épisode 230";;Vivant;1m95
gin;Gin;Krieg Pirates;Aucune;27;"Gin the 'Man-Demon,Kijin no Gin,4Kids: 'Diablo,Funimation: 'Cold-Hearted Demon,Gin";"12,000,000";;;"Chapter 44; Episode 21";186 cm;Pirate;Combat Commander;East Blue;Alive;Armada de Don Krieg;27 ans;"""Le Démon"" (鬼人のギン, Kijin no Gin?), Gin, Gyn, ギン";;;;"Pirate, Commandant, Second";;"Chapitre 44, Épisode 21";12 000 000;Vivant;1m86
kawamatsu;Kawamatsu;Kouzuki Family;"Nine Red Scabbards,Ninja-Pirate-Mink-Samurai Alliance";41;"Gyukimaru,Kawamatsu the Kappa,Kappa no Kawamatsu,Yokozuna Kawamatsu,Kawamatsu";;;;"Chapter 920; Episode 910";271 cm;Daimyo;"Retainer of the Kouzuki Family; Samurai; Sumo Wrestler; Highway Robber";Ryugu Kingdom;Alive;;41 ans;"""Gyukimaru"" (牛鬼丸, Gyūkimaru), ""Kawamatsu le Kappa"" (河童の河松, Kappa no Kawamatsu)""Yokozuna Kawamatsu"" (横綱河松, Yokozuna Kawamatsu), Kawamatsu, 河松";;;;Daimyo Serviteur de la famille Kozuki Samouraï Lutteur de sumo Voleur de grand chemin;Pays des Wa;"Chapitre 921 ; Épisode 916";;Vivant;2m71
pandaman;Pandaman;Aucune;Aucune;;Pandaman;"3,333,333";;;"Chapter 44;We Are!; Episode 16";200 cm;Wrestler;;Tibet;Alive;"Équipage de Pandaman; Panda Family";Lui-même ne sait pas;"Pandaman, パンダマン";;;;"Combattant; Catcheur; Easter Egg";Tibet;"Chapitre 44; Épisode 1 (opening); Épisode 16";3.333.333;;2 m
